timestamp,open,high,low,close,volume
2025-04-09 03:15:00,103.67,103.85,103.25,103.29,14337.702
2025-04-09 03:20:00,103.3,103.47,103.18,103.25,13016.749
2025-04-09 03:25:00,103.25,103.29,102.9,102.93,18341.846
2025-04-09 03:30:00,102.92,103.37,102.85,103.34,18841.761
2025-04-09 03:35:00,103.34,103.4,102.91,103.08,15558.451
2025-04-09 03:40:00,103.09,103.2,102.67,103.14,17930.717
2025-04-09 03:45:00,103.15,103.62,103.15,103.23,12903.109
2025-04-09 03:50:00,103.23,103.62,103.23,103.55,11601.967
2025-04-09 03:55:00,103.55,103.59,103.15,103.15,13075.029
2025-04-09 04:00:00,103.14,104.88,103.04,103.96,70766.947
2025-04-09 04:05:00,103.96,104.09,103.42,103.45,24927.867
2025-04-09 04:10:00,103.44,104.51,103.38,104.11,18638.991
2025-04-09 04:15:00,104.12,104.76,104.12,104.27,28991.607
2025-04-09 04:20:00,104.27,104.33,103.79,103.9,13059.569
2025-04-09 04:25:00,103.89,104.16,103.76,103.86,12499.511
2025-04-09 04:30:00,103.85,104.58,103.85,104.51,30908.732
2025-04-09 04:35:00,104.51,106.07,104.51,105.38,100850.863
2025-04-09 04:40:00,105.37,105.49,105.0,105.38,21182.98
2025-04-09 04:45:00,105.38,106.05,105.12,105.54,34143.517
2025-04-09 04:50:00,105.54,105.71,105.17,105.2,12649.343
2025-04-09 04:55:00,105.21,105.26,105.01,105.14,8696.88
2025-04-09 05:00:00,105.14,105.41,105.0,105.35,11092.685
2025-04-09 05:05:00,105.36,105.54,104.96,105.47,10320.25
2025-04-09 05:10:00,105.47,105.86,105.25,105.36,15728.14
2025-04-09 05:15:00,105.36,105.53,105.19,105.39,11810.172
2025-04-09 05:20:00,105.38,105.75,105.37,105.66,12453.347
2025-04-09 05:25:00,105.66,106.04,105.64,105.79,10251.725
2025-04-09 05:30:00,105.79,105.79,105.31,105.58,12324.382
2025-04-09 05:35:00,105.58,105.76,105.36,105.53,8964.876
2025-04-09 05:40:00,105.54,105.65,105.41,105.46,7446.115
2025-04-09 05:45:00,105.46,105.51,105.15,105.49,10890.154
2025-04-09 05:50:00,105.5,105.72,105.19,105.24,8342.324
2025-04-09 05:55:00,105.23,105.44,105.23,105.34,3264.612
2025-04-09 06:00:00,105.35,105.92,105.29,105.73,19001.305
2025-04-09 06:05:00,105.72,106.15,105.6,106.11,20849.097
2025-04-09 06:10:00,106.11,106.79,106.0,106.73,39796.22
2025-04-09 06:15:00,106.74,106.77,106.03,106.06,22782.15
2025-04-09 06:20:00,106.06,106.11,105.73,105.79,23382.856
2025-04-09 06:25:00,105.78,105.87,105.36,105.64,26581.039
2025-04-09 06:30:00,105.64,105.8,105.47,105.64,9424.113
2025-04-09 06:35:00,105.65,105.76,105.4,105.65,7448.121
2025-04-09 06:40:00,105.65,106.08,105.54,105.94,20167.629
2025-04-09 06:45:00,105.94,106.21,105.82,106.04,29791.448
2025-04-09 06:50:00,106.04,106.14,105.69,105.75,23186.484
2025-04-09 06:55:00,105.74,105.98,105.6,105.72,12258.834
2025-04-09 07:00:00,105.72,107.85,105.64,107.21,128351.123
2025-04-09 07:05:00,107.21,107.5,106.88,107.01,34571.527
2025-04-09 07:10:00,107.01,107.55,106.9,107.55,30735.016
2025-04-09 07:15:00,107.55,107.62,107.12,107.16,26416.981
2025-04-09 07:20:00,107.15,107.44,106.8,107.39,16935.06
2025-04-09 07:25:00,107.38,107.81,107.35,107.54,17607.557
2025-04-09 07:30:00,107.54,107.59,107.18,107.45,15573.21
2025-04-09 07:35:00,107.46,107.47,107.1,107.28,21562.023
2025-04-09 07:40:00,107.29,107.67,107.03,107.62,18336.009
2025-04-09 07:45:00,107.63,107.66,107.29,107.35,8731.624
