timestamp,open,high,low,close,volume
2025-04-02 03:45:00,84600.0,84637.0,84560.0,84589.33,33.79432
2025-04-02 03:50:00,84589.33,84640.0,84578.26,84578.26,29.63263
2025-04-02 03:55:00,84578.27,84604.77,84550.0,84550.0,18.09278
2025-04-02 04:00:00,84550.0,84659.93,84517.0,84659.93,71.84428
2025-04-02 04:05:00,84659.93,84700.0,84612.45,84664.0,60.52399
2025-04-02 04:10:00,84664.01,84703.5,84616.88,84696.53,43.78872
2025-04-02 04:15:00,84696.52,84726.42,84616.9,84726.42,36.19242
2025-04-02 04:20:00,84726.41,84726.42,84605.94,84688.1,23.8289
2025-04-02 04:25:00,84688.1,84688.1,84623.4,84623.4,29.4841
2025-04-02 04:30:00,84623.41,84623.41,84502.01,84523.19,37.473
2025-04-02 04:35:00,84523.2,84548.0,84503.72,84503.72,31.49496
2025-04-02 04:40:00,84503.71,84539.44,84474.12,84475.46,25.58765
2025-04-02 04:45:00,84475.46,84508.01,84475.46,84494.76,16.15382
2025-04-02 04:50:00,84494.75,84536.0,84460.11,84536.0,21.63427
2025-04-02 04:55:00,84536.0,84644.17,84506.56,84607.0,46.65615
2025-04-02 05:00:00,84607.0,84607.0,84416.0,84437.22,38.0507
2025-04-02 05:05:00,84437.23,84469.63,84432.0,84469.62,30.65728
2025-04-02 05:10:00,84469.63,84469.63,84370.33,84370.33,33.892
2025-04-02 05:15:00,84370.33,84370.34,84271.68,84271.69,59.46645
2025-04-02 05:20:00,84271.68,84309.78,84254.71,84262.0,38.51534
2025-04-02 05:25:00,84262.01,84283.0,84185.0,84243.51,53.97938
2025-04-02 05:30:00,84243.51,84349.06,84236.94,84298.87,49.30951
2025-04-02 05:35:00,84298.86,84305.99,84229.09,84257.68,32.88322
2025-04-02 05:40:00,84257.68,84302.8,84164.0,84196.0,58.72746
2025-04-02 05:45:00,84196.01,84230.44,84160.37,84226.6,24.85411
2025-04-02 05:50:00,84226.59,84226.6,84160.37,84162.51,49.22284
2025-04-02 05:55:00,84162.52,84164.17,84100.0,84100.0,81.12653
2025-04-02 06:00:00,84100.0,84151.32,84046.0,84111.36,71.40034
2025-04-02 06:05:00,84111.35,84115.64,84046.79,84058.54,43.95206
2025-04-02 06:10:00,84058.53,84058.54,83904.72,83994.04,128.34751
2025-04-02 06:15:00,83994.04,84172.52,83946.31,84081.97,71.18551
2025-04-02 06:20:00,84081.98,84104.68,83982.0,83990.63,35.1536
2025-04-02 06:25:00,83990.63,84143.71,83974.2,84138.14,40.0546
2025-04-02 06:30:00,84138.14,84180.0,84052.05,84175.06,43.60652
2025-04-02 06:35:00,84175.05,84249.39,84155.57,84238.0,59.36528
2025-04-02 06:40:00,84238.0,84371.59,84210.29,84319.63,80.50096
2025-04-02 06:45:00,84319.62,84319.63,84162.29,84162.3,30.40443
2025-04-02 06:50:00,84162.3,84219.29,84145.87,84199.91,27.09862
2025-04-02 06:55:00,84199.91,84231.35,84122.33,84125.99,15.42837
2025-04-02 07:00:00,84125.99,84231.34,84090.9,84100.33,29.22948
2025-04-02 07:05:00,84100.33,84113.12,84031.92,84067.05,49.42309
2025-04-02 07:10:00,84067.05,84100.0,84038.5,84039.79,22.30752
2025-04-02 07:15:00,84039.8,84219.2,84015.97,84188.02,58.44437
2025-04-02 07:20:00,84188.02,84252.96,84160.38,84209.57,43.97618
2025-04-02 07:25:00,84209.57,84219.24,84148.55,84150.01,28.08871
2025-04-02 07:30:00,84150.01,84462.13,84125.0,84409.28,170.24137
2025-04-02 07:35:00,84409.29,84410.84,84314.45,84314.45,37.43256
2025-04-02 07:40:00,84314.45,84359.86,84253.99,84253.99,40.94047
2025-04-02 07:45:00,84254.0,84320.51,84198.26,84251.4,62.23672
2025-04-02 07:50:00,84251.4,84419.62,84221.94,84419.61,49.03516
2025-04-02 07:55:00,84419.61,84462.16,84356.12,84426.33,51.35175
2025-04-02 08:00:00,84426.32,84426.33,84351.77,84360.87,59.72473
2025-04-02 08:05:00,84360.87,84365.7,84311.58,84353.05,19.43858
2025-04-02 08:10:00,84353.05,84386.0,84322.0,84332.64,24.29402
2025-04-02 08:15:00,84332.65,84346.26,84262.73,84341.28,30.04518
2025-04-02 08:20:00,84341.28,84422.64,84320.0,84406.01,29.79146
2025-04-02 08:25:00,84406.01,84604.01,84398.47,84563.7,89.60757
2025-04-02 08:30:00,84563.7,84734.04,84530.21,84682.1,68.83662
2025-04-02 08:35:00,84682.11,84689.12,84555.55,84673.25,57.50263
2025-04-02 08:40:00,84673.24,84695.29,84609.44,84684.37,33.42475
2025-04-02 08:45:00,84684.36,84762.72,84637.85,84651.01,32.78539
2025-04-02 08:50:00,84651.01,84685.2,84609.44,84627.7,41.25087
2025-04-02 08:55:00,84627.7,84687.72,84627.69,84677.04,48.55485
2025-04-02 09:00:00,84677.04,84820.75,84635.6,84802.36,57.03957
2025-04-02 09:05:00,84802.35,85025.51,84793.15,84926.93,185.27864
2025-04-02 09:10:00,84926.93,85450.0,84925.08,85311.84,169.41763
2025-04-02 09:15:00,85311.84,85360.0,85075.59,85121.57,115.6094
2025-04-02 09:20:00,85121.57,85148.0,84969.56,84969.71,53.39663
2025-04-02 09:25:00,84969.72,85083.99,84924.24,85083.99,90.42587
2025-04-02 09:30:00,85084.0,85189.23,85034.0,85133.53,58.72574
2025-04-02 09:35:00,85133.54,85133.54,85000.34,85027.99,50.06891
2025-04-02 09:40:00,85027.99,85055.02,84979.99,85016.65,27.00652
2025-04-02 09:45:00,85016.65,85090.02,84954.89,85090.02,44.73719
2025-04-02 09:50:00,85090.01,85103.78,84973.82,85017.73,32.94702
2025-04-02 09:55:00,85017.72,85026.0,84987.15,85019.62,26.21039
2025-04-02 10:00:00,85019.63,85100.0,84930.51,85071.25,79.50299
2025-04-02 10:05:00,85071.25,85178.46,85071.24,85148.01,52.55122
2025-04-02 10:10:00,85148.0,85189.99,85097.38,85123.38,44.11313
2025-04-02 10:15:00,85123.38,85226.0,85123.38,85226.0,41.20146
2025-04-02 10:20:00,85226.0,85299.45,85220.81,85220.82,43.11791
2025-04-02 10:25:00,85220.81,85230.87,85045.46,85102.14,54.6877
2025-04-02 10:30:00,85102.14,85102.14,84985.05,84994.48,30.95132
2025-04-02 10:35:00,84994.49,85056.61,84950.0,85024.8,67.57523
2025-04-02 10:40:00,85024.8,85039.64,84907.64,85021.78,65.98017
2025-04-02 10:45:00,85021.78,85066.63,84978.59,85023.95,24.49459
2025-04-02 10:50:00,85023.95,85056.61,84855.82,84857.03,51.307
2025-04-02 10:55:00,84857.04,84902.49,84828.0,84867.92,37.3476
2025-04-02 11:00:00,84867.92,84907.44,84746.18,84898.66,70.53185
2025-04-02 11:05:00,84898.66,84966.0,84874.11,84965.99,28.58139
2025-04-02 11:10:00,84966.0,84966.0,84863.07,84871.57,30.91974
2025-04-02 11:15:00,84871.57,84971.99,84871.56,84952.75,37.60243
2025-04-02 11:20:00,84952.75,84985.77,84908.85,84908.85,24.08164
2025-04-02 11:25:00,84908.86,84917.0,84820.75,84820.76,36.87994
2025-04-02 11:30:00,84820.75,84881.82,84769.23,84783.03,30.59808
2025-04-02 11:35:00,84783.03,84834.4,84679.88,84716.54,44.06401
2025-04-02 11:40:00,84716.54,84726.42,84625.13,84726.42,40.06512
2025-04-02 11:45:00,84726.42,84759.17,84618.84,84650.0,31.2102
2025-04-02 11:50:00,84649.99,84672.0,84595.9,84616.0,48.02254
2025-04-02 11:55:00,84615.99,84626.0,84547.08,84566.91,40.96577
2025-04-02 12:00:00,84566.91,84693.95,84554.43,84649.0,65.52917
2025-04-02 12:05:00,84648.99,84649.0,84462.69,84579.84,74.78304
2025-04-02 12:10:00,84579.84,84784.55,84500.0,84759.34,109.48683
2025-04-02 12:15:00,84759.33,84798.37,84664.59,84752.17,67.58363
2025-04-02 12:20:00,84752.18,84780.38,84648.52,84710.13,44.33194
2025-04-02 12:25:00,84710.14,84760.0,84570.0,84573.97,45.40488
2025-04-02 12:30:00,84573.98,84698.0,84573.98,84663.99,51.07654
2025-04-02 12:35:00,84664.0,84791.23,84652.0,84785.01,45.96146
2025-04-02 12:40:00,84785.01,84995.33,84785.01,84969.57,75.14292
2025-04-02 12:45:00,84969.57,84969.57,84814.24,84822.8,39.87401
2025-04-02 12:50:00,84822.8,85054.78,84802.38,85038.87,54.70136
2025-04-02 12:55:00,85038.87,85052.77,84950.0,85049.99,68.69504
2025-04-02 13:00:00,85049.99,85050.0,84936.46,84936.47,81.35639
2025-04-02 13:05:00,84936.46,84973.48,84844.0,84904.97,50.03566
2025-04-02 13:10:00,84904.98,84915.1,84846.0,84850.63,38.86504
2025-04-02 13:15:00,84850.62,84850.63,84731.5,84834.31,53.27278
2025-04-02 13:20:00,84834.3,84879.99,84736.99,84752.16,48.62551
2025-04-02 13:25:00,84752.15,84752.15,84614.59,84628.23,51.67759
2025-04-02 13:30:00,84628.24,85120.88,84471.76,85120.88,269.25121
2025-04-02 13:35:00,85120.89,85539.74,85066.67,85310.09,408.89304
2025-04-02 13:40:00,85310.09,85473.53,85141.76,85470.15,283.61402
2025-04-02 13:45:00,85472.49,86136.36,85410.36,86101.2,680.78513
2025-04-02 13:50:00,86101.2,86111.86,85664.33,85734.0,525.38492
2025-04-02 13:55:00,85734.0,85814.65,85215.75,85215.82,300.51923
2025-04-02 14:00:00,85215.79,85807.23,85181.52,85757.0,257.32081
2025-04-02 14:05:00,85757.01,85801.99,85413.3,85454.02,118.51421
2025-04-02 14:10:00,85454.01,85625.0,85262.0,85435.98,259.49889
2025-04-02 14:15:00,85435.97,85689.85,85327.39,85643.02,136.12653
2025-04-02 14:20:00,85643.02,85764.16,85498.93,85697.37,203.95582
2025-04-02 14:25:00,85697.37,85750.0,85556.36,85736.26,92.40485
2025-04-02 14:30:00,85736.25,85891.82,85600.0,85640.82,107.2112
2025-04-02 14:35:00,85640.83,85665.59,85445.6,85624.01,86.5955
2025-04-02 14:40:00,85624.01,85840.46,85496.01,85575.47,122.91722
